time,P,G(i),H_sun,T2m,WS10m,Int,district,latitude,longitude
20220115:0330,462.69,586.32,34.32,18.67,0.83,0.0,Nuwara Eliya,6.97078,80.78286
20220115:0430,587.95,756.77,46.38,19.91,1.03,0.0,Nuwara Eliya,6.97078,80.78286
20220115:0530,679.91,892.56,56.27,20.93,1.17,0.0,Nuwara Eliya,6.97078,80.78286
20220115:0630,666.21,872.94,61.62,21.7,1.38,0.0,Nuwara Eliya,6.97078,80.78286
20220115:0730,682.82,895.17,59.89,21.62,1.52,0.0,Nuwara Eliya,6.97078,80.78286
20220115:0830,613.22,793.59,52.03,21.8,1.52,0.0,Nuwara Eliya,6.97078,80.78286
20220115:0930,455.82,578.81,40.91,21.54,1.38,0.0,Nuwara Eliya,6.97078,80.78286
20220115:1030,293.11,374.98,28.28,21.24,1.24,0.0,Nuwara Eliya,6.97078,80.78286
20220115:1130,127.6,183.32,14.92,20.82,1.17,0.0,Nuwara Eliya,6.97078,80.78286
20220115:1230,2.51,11.53,1.19,19.94,0.83,0.0,Nuwara Eliya,6.97078,80.78286
20220115:1330,0.0,0.0,0.0,18.76,0.76,0.0,Nuwara Eliya,6.97078,80.78286
20220115:1430,0.0,0.0,0.0,17.89,0.9,0.0,Nuwara Eliya,6.97078,80.78286
20220115:1530,0.0,0.0,0.0,17.27,1.1,0.0,Nuwara Eliya,6.97078,80.78286
20220115:1630,0.0,0.0,0.0,16.96,1.03,0.0,Nuwara Eliya,6.97078,80.78286
20220115:1730,0.0,0.0,0.0,16.6,1.03,0.0,Nuwara Eliya,6.97078,80.78286
20220115:1830,0.0,0.0,0.0,16.32,1.1,0.0,Nuwara Eliya,6.97078,80.78286
20220115:1930,0.0,0.0,0.0,16.33,1.1,0.0,Nuwara Eliya,6.97078,80.78286
20220115:2030,0.0,0.0,0.0,16.47,1.03,0.0,Nuwara Eliya,6.97078,80.78286
20220115:2130,0.0,0.0,0.0,15.95,1.03,0.0,Nuwara Eliya,6.97078,80.78286
20220115:2230,0.0,0.0,0.0,15.89,1.03,0.0,Nuwara Eliya,6.97078,80.78286
20220115:2330,0.0,0.0,0.0,15.74,1.03,0.0,Nuwara Eliya,6.97078,80.78286
20220116:0030,0.0,0.0,-6.28,15.74,1.03,0.0,Nuwara Eliya,6.97078,80.78286
