time,P,G(i),H_sun,T2m,WS10m,Int,district,latitude,longitude
20220316:1930,0.0,0.0,0.0,26.17,0.41,0.0,Polonnaruwa,7.93965,81.00274
20220316:2030,0.0,0.0,0.0,25.74,0.48,0.0,Polonnaruwa,7.93965,81.00274
20220316:2130,0.0,0.0,0.0,25.0,0.69,0.0,Polonnaruwa,7.93965,81.00274
20220316:2230,0.0,0.0,0.0,25.2,0.55,0.0,Polonnaruwa,7.93965,81.00274
20220316:2330,0.0,0.0,0.0,24.66,0.69,0.0,Polonnaruwa,7.93965,81.00274
20220317:0030,0.0,0.0,-3.92,24.38,0.83,0.0,Polonnaruwa,7.93965,81.00274
20220317:0130,9.14,23.21,10.92,24.27,0.97,0.0,Polonnaruwa,7.93965,81.00274
20220317:0230,45.23,73.3,25.74,24.9,0.69,0.0,Polonnaruwa,7.93965,81.00274
20220317:0330,97.32,139.83,40.49,26.2,0.62,0.0,Polonnaruwa,7.93965,81.00274
20220317:0430,167.59,227.27,55.07,27.02,1.1,0.0,Polonnaruwa,7.93965,81.00274
20220317:0530,321.61,424.36,69.1,27.81,1.52,0.0,Polonnaruwa,7.93965,81.00274
20220317:0630,288.51,380.61,79.99,29.14,1.86,0.0,Polonnaruwa,7.93965,81.00274
20220317:0730,348.53,461.45,75.46,29.88,1.79,0.0,Polonnaruwa,7.93965,81.00274
20220317:0830,352.72,468.92,62.25,30.7,1.45,0.0,Polonnaruwa,7.93965,81.00274
20220317:0930,236.61,318.43,47.86,31.33,0.76,0.0,Polonnaruwa,7.93965,81.00274
20220317:1030,200.06,274.4,33.18,31.32,0.48,0.0,Polonnaruwa,7.93965,81.00274
20220317:1130,110.34,167.16,18.39,31.05,1.24,0.0,Polonnaruwa,7.93965,81.00274
20220317:1230,4.76,23.28,3.55,29.82,1.79,0.0,Polonnaruwa,7.93965,81.00274
20220317:1330,0.0,0.0,0.0,28.44,1.79,0.0,Polonnaruwa,7.93965,81.00274
20220317:1430,0.0,0.0,0.0,27.56,1.59,0.0,Polonnaruwa,7.93965,81.00274
20220317:1530,0.0,0.0,0.0,26.8,1.45,0.0,Polonnaruwa,7.93965,81.00274
20220317:1630,0.0,0.0,0.0,26.22,1.31,0.0,Polonnaruwa,7.93965,81.00274
20220317:1730,0.0,0.0,0.0,25.72,1.17,0.0,Polonnaruwa,7.93965,81.00274
20220317:1830,0.0,0.0,0.0,25.36,1.31,0.0,Polonnaruwa,7.93965,81.00274
20220317:1930,0.0,0.0,0.0,25.09,1.45,0.0,Polonnaruwa,7.93965,81.00274
20220317:2030,0.0,0.0,0.0,24.93,1.45,0.0,Polonnaruwa,7.93965,81.00274
20220317:2130,0.0,0.0,0.0,24.76,1.31,0.0,Polonnaruwa,7.93965,81.00274
20220317:2230,0.0,0.0,0.0,24.54,1.31,0.0,Polonnaruwa,7.93965,81.00274
20220317:2330,0.0,0.0,0.0,24.37,1.24,0.0,Polonnaruwa,7.93965,81.00274
20220318:0030,0.0,0.0,-3.8,24.19,1.1,0.0,Polonnaruwa,7.93965,81.00274
20220318:0130,39.42,69.07,11.06,24.15,1.17,0.0,Polonnaruwa,7.93965,81.00274
20220318:0230,151.9,207.8,25.88,24.88,0.97,0.0,Polonnaruwa,7.93965,81.00274
20220318:0330,320.4,418.33,40.64,25.89,1.17,0.0,Polonnaruwa,7.93965,81.00274
20220318:0430,469.25,618.7,55.24,27.31,1.38,0.0,Polonnaruwa,7.93965,81.00274
20220318:0530,630.88,861.65,69.35,28.52,1.17,0.0,Polonnaruwa,7.93965,81.00274
20220318:0630,674.82,942.1,80.38,30.09,0.9,0.0,Polonnaruwa,7.93965,81.00274
20220318:0730,667.85,941.57,75.65,31.36,0.76,0.0,Polonnaruwa,7.93965,81.00274
20220318:0830,580.76,801.26,62.31,32.25,0.97,0.0,Polonnaruwa,7.93965,81.00274
20220318:0930,481.42,650.56,47.88,32.51,1.31,0.0,Polonnaruwa,7.93965,81.00274
20220318:1030,253.37,340.93,33.17,32.11,1.79,0.0,Polonnaruwa,7.93965,81.00274
20220318:1130,106.34,158.89,18.37,28.48,1.93,0.0,Polonnaruwa,7.93965,81.00274
20220318:1230,4.9,17.02,3.53,27.07,0.55,0.0,Polonnaruwa,7.93965,81.00274
20220318:1330,0.0,0.0,0.0,25.88,0.83,0.0,Polonnaruwa,7.93965,81.00274
