time,P,G(i),H_sun,T2m,WS10m,Int,district,latitude,longitude
20230724:2230,0.0,0.0,0.0,25.5,4.48,0.0,Galle,6.0461,80.2103
20230724:2330,0.0,0.0,0.0,25.31,4.83,0.0,Galle,6.0461,80.2103
20230725:0030,0.0,0.0,-1.6,25.27,4.69,0.0,Galle,6.0461,80.2103
20230725:0130,46.42,80.83,12.48,25.37,4.69,0.0,Galle,6.0461,80.2103
20230725:0230,172.48,234.01,26.59,25.63,4.21,0.0,Galle,6.0461,80.2103
20230725:0330,333.06,428.6,40.63,26.45,4.34,0.0,Galle,6.0461,80.2103
20230725:0430,351.93,452.1,54.37,27.14,4.76,0.0,Galle,6.0461,80.2103
20230725:0530,432.32,557.06,67.13,27.44,4.97,0.0,Galle,6.0461,80.2103
20230725:0630,457.46,588.87,75.85,27.81,5.03,0.0,Galle,6.0461,80.2103
20230725:0730,385.57,496.34,72.6,27.86,5.45,0.0,Galle,6.0461,80.2103
20230725:0830,271.09,352.22,61.19,27.42,5.24,0.0,Galle,6.0461,80.2103
20230725:0930,259.15,338.5,47.8,27.21,4.34,0.0,Galle,6.0461,80.2103
20230725:1030,175.82,236.81,33.88,27.24,3.66,0.0,Galle,6.0461,80.2103
20230725:1130,61.91,95.62,19.79,27.06,3.24,0.0,Galle,6.0461,80.2103
20230725:1230,7.45,20.67,5.67,26.96,3.1,0.0,Galle,6.0461,80.2103
20230725:1330,0.0,0.0,0.0,26.69,3.17,0.0,Galle,6.0461,80.2103
20230725:1430,0.0,0.0,0.0,25.95,4.28,0.0,Galle,6.0461,80.2103
20230725:1530,0.0,0.0,0.0,25.77,4.55,0.0,Galle,6.0461,80.2103
20230725:1630,0.0,0.0,0.0,25.78,4.41,0.0,Galle,6.0461,80.2103
20230725:1730,0.0,0.0,0.0,25.57,4.69,0.0,Galle,6.0461,80.2103
20230725:1830,0.0,0.0,0.0,25.5,4.0,0.0,Galle,6.0461,80.2103
20230725:1930,0.0,0.0,0.0,25.81,3.59,0.0,Galle,6.0461,80.2103
20230725:2030,0.0,0.0,0.0,25.38,3.93,0.0,Galle,6.0461,80.2103
20230725:2130,0.0,0.0,0.0,25.09,4.69,0.0,Galle,6.0461,80.2103
20230725:2230,0.0,0.0,0.0,25.05,5.45,0.0,Galle,6.0461,80.2103
20230725:2330,0.0,0.0,0.0,25.39,4.9,0.0,Galle,6.0461,80.2103
20230726:0030,0.0,0.0,-1.63,25.31,4.9,0.0,Galle,6.0461,80.2103
20230726:0130,38.82,67.97,12.47,25.25,5.1,0.0,Galle,6.0461,80.2103
20230726:0230,143.36,197.52,26.6,25.42,4.41,0.0,Galle,6.0461,80.2103
20230726:0330,247.21,321.18,40.66,25.8,4.07,0.0,Galle,6.0461,80.2103
20230726:0430,348.35,449.25,54.43,26.33,3.72,0.0,Galle,6.0461,80.2103
20230726:0530,414.93,533.41,67.25,26.94,3.52,0.0,Galle,6.0461,80.2103
20230726:0630,478.78,618.57,76.05,27.47,3.66,0.0,Galle,6.0461,80.2103
20230726:0730,411.98,531.15,72.76,27.03,3.79,0.0,Galle,6.0461,80.2103
20230726:0830,347.29,447.94,61.28,26.96,3.66,0.0,Galle,6.0461,80.2103
20230726:0930,323.88,418.58,47.86,27.06,3.79,0.0,Galle,6.0461,80.2103
20230726:1030,228.54,301.76,33.91,26.97,3.79,0.0,Galle,6.0461,80.2103
20230726:1130,106.23,158.52,19.79,26.77,3.72,0.0,Galle,6.0461,80.2103
20230726:1230,9.98,29.29,5.66,26.21,3.86,0.0,Galle,6.0461,80.2103
20230726:1330,0.0,0.0,0.0,25.67,3.66,0.0,Galle,6.0461,80.2103
20230726:1430,0.0,0.0,0.0,25.59,3.17,0.0,Galle,6.0461,80.2103
20230726:1530,0.0,0.0,0.0,25.47,3.17,0.0,Galle,6.0461,80.2103
20230726:1630,0.0,0.0,0.0,25.31,2.97,0.0,Galle,6.0461,80.2103
20230726:1730,0.0,0.0,0.0,25.14,2.83,0.0,Galle,6.0461,80.2103
20230726:1830,0.0,0.0,0.0,25.15,2.21,0.0,Galle,6.0461,80.2103
20230726:1930,0.0,0.0,0.0,26.2,2.28,0.0,Galle,6.0461,80.2103
20230726:2030,0.0,0.0,0.0,26.27,2.69,0.0,Galle,6.0461,80.2103
20230726:2130,0.0,0.0,0.0,26.35,2.97,0.0,Galle,6.0461,80.2103
20230726:2230,0.0,0.0,0.0,26.23,2.97,0.0,Galle,6.0461,80.2103
20230726:2330,0.0,0.0,0.0,26.21,2.62,0.0,Galle,6.0461,80.2103
20230727:0030,0.0,0.0,-1.66,25.8,2.48,0.0,Galle,6.0461,80.2103
20230727:0130,51.74,93.17,12.46,25.5,2.28,0.0,Galle,6.0461,80.2103
20230727:0230,128.73,180.9,26.61,25.93,2.97,0.0,Galle,6.0461,80.2103
20230727:0330,269.48,349.84,40.7,26.11,3.31,0.0,Galle,6.0461,80.2103
20230727:0430,390.13,499.33,54.5,26.75,3.38,0.0,Galle,6.0461,80.2103
20230727:0530,493.39,633.78,67.37,27.37,3.66,0.0,Galle,6.0461,80.2103
20230727:0630,559.84,721.65,76.27,27.88,4.0,0.0,Galle,6.0461,80.2103
20230727:0730,544.01,696.91,72.93,28.01,4.83,0.0,Galle,6.0461,80.2103
20230727:0830,416.26,532.37,61.37,28.15,4.48,0.0,Galle,6.0461,80.2103
20230727:0930,433.11,555.57,47.91,28.06,4.41,0.0,Galle,6.0461,80.2103
20230727:1030,302.15,395.1,33.93,28.12,4.62,0.0,Galle,6.0461,80.2103
20230727:1130,126.81,190.56,19.79,27.72,4.69,0.0,Galle,6.0461,80.2103
20230727:1230,5.05,26.53,5.64,27.43,4.28,0.0,Galle,6.0461,80.2103
20230727:1330,0.0,0.0,0.0,26.75,4.34,0.0,Galle,6.0461,80.2103
20230727:1430,0.0,0.0,0.0,26.67,4.07,0.0,Galle,6.0461,80.2103
20230727:1530,0.0,0.0,0.0,26.73,4.0,0.0,Galle,6.0461,80.2103
20230727:1630,0.0,0.0,0.0,26.72,3.79,0.0,Galle,6.0461,80.2103
20230727:1730,0.0,0.0,0.0,26.67,3.72,0.0,Galle,6.0461,80.2103
20230727:1830,0.0,0.0,0.0,26.7,3.86,0.0,Galle,6.0461,80.2103
20230727:1930,0.0,0.0,0.0,26.76,4.14,0.0,Galle,6.0461,80.2103
20230727:2030,0.0,0.0,0.0,26.73,4.21,0.0,Galle,6.0461,80.2103
20230727:2130,0.0,0.0,0.0,26.59,4.41,0.0,Galle,6.0461,80.2103
20230727:2230,0.0,0.0,0.0,26.7,4.41,0.0,Galle,6.0461,80.2103
20230727:2330,0.0,0.0,0.0,26.75,4.48,0.0,Galle,6.0461,80.2103
20230728:0030,0.0,0.0,-1.68,26.74,4.34,0.0,Galle,6.0461,80.2103
20230728:0130,57.44,112.03,12.45,26.73,4.28,0.0,Galle,6.0461,80.2103
20230728:0230,190.98,261.56,26.63,27.06,4.41,0.0,Galle,6.0461,80.2103
20230728:0330,385.02,492.49,40.73,27.53,5.17,0.0,Galle,6.0461,80.2103
20230728:0430,548.01,698.36,54.57,28.05,5.66,0.0,Galle,6.0461,80.2103
20230728:0530,606.8,776.97,67.5,28.46,6.0,0.0,Galle,6.0461,80.2103
20230728:0630,675.26,869.39,76.48,28.73,6.14,0.0,Galle,6.0461,80.2103
20230728:0730,607.28,773.66,73.1,28.95,7.17,0.0,Galle,6.0461,80.2103
20230728:0830,575.45,731.37,61.46,28.72,7.52,0.0,Galle,6.0461,80.2103
20230728:0930,472.66,598.53,47.95,28.61,7.72,0.0,Galle,6.0461,80.2103
20230728:1030,312.53,405.42,33.95,28.49,7.66,0.0,Galle,6.0461,80.2103
20230728:1130,134.15,202.79,19.79,28.3,7.24,0.0,Galle,6.0461,80.2103
20230728:1230,6.59,27.65,5.62,28.03,6.62,0.0,Galle,6.0461,80.2103
20230728:1330,0.0,0.0,0.0,27.68,6.28,0.0,Galle,6.0461,80.2103
20230728:1430,0.0,0.0,0.0,27.49,6.07,0.0,Galle,6.0461,80.2103
20230728:1530,0.0,0.0,0.0,27.41,5.79,0.0,Galle,6.0461,80.2103
20230728:1630,0.0,0.0,0.0,27.33,5.66,0.0,Galle,6.0461,80.2103
20230728:1730,0.0,0.0,0.0,27.2,5.66,0.0,Galle,6.0461,80.2103
20230728:1830,0.0,0.0,0.0,27.14,5.45,0.0,Galle,6.0461,80.2103
20230728:1930,0.0,0.0,0.0,27.12,6.07,0.0,Galle,6.0461,80.2103
20230728:2030,0.0,0.0,0.0,26.95,6.21,0.0,Galle,6.0461,80.2103
20230728:2130,0.0,0.0,0.0,26.91,6.41,0.0,Galle,6.0461,80.2103
20230728:2230,0.0,0.0,0.0,26.86,6.34,0.0,Galle,6.0461,80.2103
20230728:2330,0.0,0.0,0.0,26.74,6.14,0.0,Galle,6.0461,80.2103
20230729:0030,0.0,0.0,-1.7,26.63,5.79,0.0,Galle,6.0461,80.2103
20230729:0130,55.24,105.38,12.45,26.62,5.59,0.0,Galle,6.0461,80.2103
20230729:0230,228.62,309.31,26.64,26.89,6.07,0.0,Galle,6.0461,80.2103
20230729:0330,409.65,521.35,40.77,27.6,6.48,0.0,Galle,6.0461,80.2103
20230729:0430,557.18,707.01,54.64,28.06,6.69,0.0,Galle,6.0461,80.2103
20230729:0530,627.41,799.5,67.63,28.41,6.97,0.0,Galle,6.0461,80.2103
20230729:0630,666.28,852.76,76.71,28.58,7.03,0.0,Galle,6.0461,80.2103
20230729:0730,662.24,845.33,73.27,28.74,7.66,0.0,Galle,6.0461,80.2103
20230729:0830,553.49,700.47,61.55,28.58,8.0,0.0,Galle,6.0461,80.2103
20230729:0930,386.26,487.77,48.0,28.33,8.14,0.0,Galle,6.0461,80.2103
20230729:1030,295.55,383.21,33.97,28.17,7.93,0.0,Galle,6.0461,80.2103
20230729:1130,141.75,212.88,19.79,28.03,7.72,0.0,Galle,6.0461,80.2103
20230729:1230,5.03,25.93,5.6,27.83,7.1,0.0,Galle,6.0461,80.2103
20230729:1330,0.0,0.0,0.0,27.52,7.1,0.0,Galle,6.0461,80.2103
20230729:1430,0.0,0.0,0.0,27.47,6.62,0.0,Galle,6.0461,80.2103
20230729:1530,0.0,0.0,0.0,27.41,6.0,0.0,Galle,6.0461,80.2103
20230729:1630,0.0,0.0,0.0,27.33,5.79,0.0,Galle,6.0461,80.2103
