time,P,G(i),H_sun,T2m,WS10m,Int,district,latitude,longitude
20220413:0330,322.05,417.8,44.43,26.64,2.62,0.0,Ampara,7.29754,81.68202
20220413:0430,426.96,558.19,59.24,27.71,2.48,0.0,Ampara,7.29754,81.68202
20220413:0530,479.18,629.05,74.03,28.53,3.03,0.0,Ampara,7.29754,81.68202
20220413:0630,442.75,580.82,87.96,29.0,3.1,0.0,Ampara,7.29754,81.68202
20220413:0730,478.15,624.89,76.07,28.89,3.66,0.0,Ampara,7.29754,81.68202
20220413:0830,367.93,480.63,61.28,29.46,3.45,0.0,Ampara,7.29754,81.68202
20220413:0930,375.64,491.35,46.47,29.55,3.31,0.0,Ampara,7.29754,81.68202
20220413:1030,191.45,259.27,31.67,29.81,3.45,0.0,Ampara,7.29754,81.68202
20220413:1130,54.06,87.04,16.89,28.81,3.52,0.0,Ampara,7.29754,81.68202
20220413:1230,3.23,13.27,2.16,28.06,3.1,0.0,Ampara,7.29754,81.68202
20220413:1330,0.0,0.0,0.0,27.47,2.83,0.0,Ampara,7.29754,81.68202
20220413:1430,0.0,0.0,0.0,26.94,2.48,0.0,Ampara,7.29754,81.68202
20220413:1530,0.0,0.0,0.0,26.52,2.41,0.0,Ampara,7.29754,81.68202
20220413:1630,0.0,0.0,0.0,26.19,2.34,0.0,Ampara,7.29754,81.68202
20220413:1730,0.0,0.0,0.0,25.95,2.41,0.0,Ampara,7.29754,81.68202
20220413:1830,0.0,0.0,0.0,25.77,2.34,0.0,Ampara,7.29754,81.68202
20220413:1930,0.0,0.0,0.0,25.74,1.72,0.0,Ampara,7.29754,81.68202
20220413:2030,0.0,0.0,0.0,25.53,1.59,0.0,Ampara,7.29754,81.68202
20220413:2130,0.0,0.0,0.0,25.28,1.31,0.0,Ampara,7.29754,81.68202
20220413:2230,0.0,0.0,0.0,24.99,1.31,0.0,Ampara,7.29754,81.68202
20220413:2330,0.0,0.0,0.0,24.81,1.52,0.0,Ampara,7.29754,81.68202
20220414:0030,2.1,10.87,0.24,24.81,1.59,0.0,Ampara,7.29754,81.68202
20220414:0130,91.95,144.27,14.95,24.87,1.45,0.0,Ampara,7.29754,81.68202
20220414:0230,289.81,384.37,29.71,26.2,1.45,0.0,Ampara,7.29754,81.68202
20220414:0330,438.56,574.57,44.5,27.7,1.72,0.0,Ampara,7.29754,81.68202
20220414:0430,558.87,742.9,59.3,29.02,1.86,0.0,Ampara,7.29754,81.68202
20220414:0530,631.04,853.02,74.06,30.17,2.07,0.0,Ampara,7.29754,81.68202
20220414:0630,688.86,945.38,87.67,30.92,2.0,0.0,Ampara,7.29754,81.68202
20220414:0730,654.23,897.94,75.96,31.92,2.0,0.0,Ampara,7.29754,81.68202
20220414:0830,473.53,632.46,61.21,32.11,2.14,0.0,Ampara,7.29754,81.68202
20220414:0930,329.74,434.81,46.41,30.85,2.48,0.0,Ampara,7.29754,81.68202
20220414:1030,183.0,248.35,31.62,28.12,1.38,0.0,Ampara,7.29754,81.68202
20220414:1130,78.68,122.46,16.86,28.19,1.03,0.0,Ampara,7.29754,81.68202
